Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)|37.7749295|-122.4194155
Presidio, Golden Gate National Recreation Area|37.8028489|-122.4592853
The Walden House, Buena Vista Park|37.7682033|-122.4417696
Café Trieste (609 Vallejo)|37.7749295|-122.4194155
War Memorial Opera House (401 Van Ness Avenue)|37.7796502|-122.4205512
Sutter & Buchannan Streets|37.7864983|-122.4299484
Sutter & Baker Streets|37.7848291|-122.4431834
Sokoji-Soto Zen Buddhist Temple (1691 Laguna Street)|37.7865959|-122.4285824
Sacramento & Hyde Streets (Nob Hill)|37.7919439|-122.4175955
Pawtrero Hill Bathhouse & Feed Co. (199 Mississippi Street)|37.7641092|-122.394573
Octavia & Hayes Streets (Hayes Valley)|37.77672090000001|-122.4243688
Montgomery & Pine Streets (Financial District)|37.7919047|-122.4026124
Laguna & Sacramento Streets (Pacific Heights)|37.7904641|-122.4291355
Hayes Valley Care (601 Laguna Street, Hayes Valley)|37.7768864|-122.4266889
Golden Gate & Steiner Streets (Hayes Valley)|37.7793637|-122.433592
Fort Point, Presidio|37.8105374|-122.4770634
Fort Mason (Golden Gate National Recreation Area)|37.8066569|-122.4310397
Flood Building (870 Market Street)|37.7850379|-122.4070839
Fiesta Laundromat (898 S. Van Ness Ave., Mission)|37.7589043|-122.4172646
California & Larkin Streets (Nob Hill)|37.7908132|-122.4190677
Asian Art Museum (200 Larkin Street, Civic Center)|37.7802635|-122.4163842
Andrew S. Hallidie Plaza (Market & Powell Streets)|37.7955356|-122.4099078
430 Vallejo Street (Telegraph Hill)|37.79928|-122.404632
24th and Castro Streets (Noe Valley)|37.7512991|-122.4340749
TransAmerica Pyramid (600 Montgomery Street)|37.7749295|-122.4194155
Stockton Tunnel (Stockton Street at Sutter Street)|37.7875681|-122.4218391
Hyatt Regency Hotel (5 Embarcadero Center)|37.7942951|-122.3958148
Folsom Street (SOMA)|37.7764146|-122.4082986
Candlestick Park (602 Jamestown Ave.)|37.7136976|-122.3855225
Broadway and Columbus Avenue (North Beach)|37.7978825|-122.4067348
Alco Plaza|37.7749295|-122.4194155
The Barbary Coast|37.7900504|-122.3906156
The Tamalpias Building (1201 Greenwich Street at Hyde)|37.7749295|-122.4194155
Neiman Marcus (150 Stockton Street, Union Square)|37.7866815|-122.4068162
First Bank (550 Montgomery Street at Commercial)|37.7749295|-122.4194155
755 Vallejo Street|37.7984572|-122.4098399
War Memorial Building (401 Van Ness Avenue)|37.7796502|-122.4205512
Mason Street at Jackson|37.7954401|-122.4115822
M.H. de Young Memorial Museum (Golden Gate Park)|37.7694208|-122.4862138
Embarcadero Street Station- BART |37.792976|-122.396742
California & Grant Streets|37.792486|-122.4059615
140 Maiden Lane|37.7882919|-122.4059318
Sacramento & Washington Streets|37.7952986|-122.4698238
University of California Hastings College of the Law|37.7808685|-122.4156292
Ross Alley (Chinatown)|37.7955434|-122.4073628
Bush Street (between Grant & Kearny Streets)|37.7975623|-122.4054395
Buena Vista Park (Haight Street at Buena Vista)|37.7681801|-122.4392915
Hayes Street at Laguna|37.7764647|-122.4262985
Bush and Sutter Streets|37.7875681|-122.4218391
435 23rd Street at Ilinois|37.7554318|-122.3869341
Sutter Street between Powell and Mason|37.7749295|-122.4194155
Mel's Drive-In (Corner South Van Ness & Mission St.)|37.7393418|-122.423912
634 Raycliff Terrace|37.7927793|-122.4427278
Sutro Baths (Point Lobos Avenue)|37.7798498|-122.5138482
Conservatory of Flowers (Golden Gate Park)|37.7726683|-122.4587578
2810 Pacific Avenue|37.7925938|-122.4420765
Washington Square Bar & Grill (1707 Powell)|37.7749295|-122.4194155
San Francisco Art Institute (800 Chestnut Street)|37.8033836|-122.4172055
City Lights Bookstore (261 Columbus)|37.7749295|-122.4194155
Muni Metro East (501 Cesar Chavez)|37.7749295|-122.4194155
Sheraton Palace Hotel (639 Market Street)|37.7749295|-122.4194155
Castagnola's Restaurant (Fisherman's Wharf)|37.8073457|-122.4156697
Hobart Building (582 Market Street)|37.7885658|-122.411415
The Final Final (2990 Baker Street)|37.7985859|-122.4459358
1160 Taylor Street|37.7932609|-122.4127803
Conservatory of Flowers, Golden Gate Park|37.7726683|-122.4587578
Vesuvio Café (255 Columbus Avenue)|37.7975684|-122.4063114
Maiden Lane|37.7882406|-122.4052008
Condor Club (Columbus and Broadway)|37.7959341|-122.4219451
Chase H & Q  (1 Bush Street at Sansome)|37.7749295|-122.4194155
391 Pennsylvania Avnue at 19th Street|37.761621|-122.393173
Pier 39 (Fisherman's Wharf)|37.8091474|-122.4100123
Marriot Hotel (55 4th Street at Market)|37.7749295|-122.4194155
Vallejo Street at Sansome|37.7993922|-122.4024386
Telegraph Hill|37.8013407|-122.4056674
The Ferry Building|37.7955|-122.3937
Grant Avenue (North Beach)|37.8054783|-122.4085916
Administration Building (Treasure Island)|37.8235515|-122.370648
Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)|37.793014|-122.416113
6th Street On-ramp to Highway 280|37.7749295|-122.4194155
100 Market Street at 6th Street|37.7941182|-122.3955036
United Nations Plaza (Civic Center)|37.7815533|-122.4156427
Transamerica Building (600 Montgomery Street at Clay)|37.7749295|-122.4194155
Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center)|37.77847620000001|-122.4150805
Pier 33 (Embarcadero)|37.8075807|-122.4047605
Lafayette Park (Pacific Heights)|37.7916146|-122.4276133
Hamlin Hotel (385 Eddy Street)|37.78356|-122.413863
Broadway Tunnel (Russian Hill)|37.7966752|-122.4159793
Bimbo's 365 Club (1025 Columbus Avenue, North Beach)|37.8038148|-122.4153814
720 Steiner Street (Hayes Valley)|37.776381|-122.432742
32 Napier Lane|37.802602|-122.403852
1227 Montgomery Street (Telegraph Hill)|37.8004649|-122.4045391
1 Post Street|37.7891241|-122.4021567
Hunters Point|37.7276095|-122.3702611
Chrissy Field|37.8039069|-122.4640618
Washington Square (North Beach)|37.8009182|-122.410111
Palace of Fine Arts|37.801456|-122.448053
Lombard & Hyde Streets|37.8020032|-122.4196662
Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)|37.7702031|-122.4698909
Fior d' Italia (601 Union Street at Stockton)|37.7749295|-122.4194155
Horace Mann School (3351 23rd Street)|37.7535332|-122.4199993
Hang Ah Alley (Chinatown)|37.7941248|-122.4075468
901 Union Street|37.79961900000001|-122.41434
610 Rhode Island Street (Potrero Hill)|37.7619169|-122.402566
375 Laguna Honda Blvd.|37.7481172|-122.4585671
180 Manchester Street|37.744204|-122.414328
Hyatt Fisherman's Wharf (555 Northpoint Street)|37.7749295|-122.4194155
Chinatown Gate|37.798638|-122.2668066
722 Steiner Street|37.776454|-122.432757
2552 Hyde Street|37.804561|-122.419872
Market Street Between Noe and Sanchez|37.7749295|-122.4194155
California & Hyde Streets|37.7910195|-122.417418
Green & Laguna Streets|37.7967852|-122.4303409
Lusty Lady Bar (North Beach)|37.803806|-122.4104169
20 Hill Street|37.75622970000001|-122.422077
The Marsh Theatre (1062 Valencia Street)|37.75581700000001|-122.421189
198 Gough Street|37.7750315|-122.422605
Vermont Street between 20th and 22nd Streets|37.7558338|-122.4122209
Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)|37.790681|-122.429498
Cost Plus World Market (2552 Taylor Street)|37.805808|-122.414384
280 Freeway at Pennsylvania and Mariposa Streets|37.7155947|-122.3985304
2190 Washington Street (Pacific Heights)|37.792541|-122.429151
18th Street Overpass (Potrero Hill)|37.761467|-122.428416
On Board the SS President Cleveland, docked at Pier 50|37.773894|-122.3848029
722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)|37.7759073|-122.4245247
St. Elizabeth Apartment House (901 Powell Street at Sacramento)|37.7749295|-122.4194155
Bush Street at Jones|37.7895596|-122.4137276
Market & Castro Street|37.7627477|-122.4351586
Marine Fireman's Union Headquarters|37.7749295|-122.4194155
Lower Haight Street|37.7710594|-122.4387011
El Camino Del Mar|37.7857816|-122.4962215
Duboce Park|37.7694223|-122.433453
424 Sansome Street|37.7942471|-122.4013841
29th and Delores Street|37.7438311|-122.4244862
The 500 Club (500 Guerrero Street, Mission District)|37.7630128|-122.4242422
Hancock School (940 Filbert Street)|37.8007185|-122.4148445
Danilo's Bakery (Green Street & Bannam Place)|37.8006262|-122.4079371
520-522A Green Street at Grant Street|37.7997174|-122.4074187
516 Green Street|37.799824|-122.407833
1200 Washington Street at Taylor Street|37.7944792|-122.4131705
100 Embarcadero Street|37.7933939|-122.3925928
Pier 7|37.8001077|-122.3943664
Alamo Square|37.77634219999999|-122.4346334
Chouguet's (2500 Washington Street)|37.7917872|-122.4345688
3122 16th Street|37.7649037|-122.4224259
500 Club (500 Guerrero)|32.5083448|-117.0391825
O'Farrell & Jones Streets|37.7858192|-122.4129961
Triton Hotel (342 Grant Street)|37.79035349999999|-122.4054508
Grant Avenue & Union Street|37.800664|-122.4076098
Wasteland Store (1600 Haight Street)|37.769961|-122.448967
Star's Café (55 Golden Gate Avenue at Van Ness)|37.7749295|-122.4194155
Pierce Street between Pacific & Green Streets|37.7978385|-122.4221867
Montgomery & Vallejo Streets|37.7991857|-122.4040742
Marathon Plaza (303 2nd Street)|37.785519|-122.3963393
Jones Street at Bush|37.7895596|-122.4137276
Jack Kerouac Alley between Columbus & Grant Streets|37.7960355|-122.4066844
Belli Building (722 Montgomery Street at Washington)|37.7749295|-122.4194155
60 Spear Street|37.792536|-122.394593
101 Henry Adams Place, 4th Floor|37.7749295|-122.4194155
Albert S. Samuels Clock (856 Market Street between Powell and Stockton)|37.7749295|-122.4194155
Belgravia Apartments (795 Sutter Street at Jones)|37.7749295|-122.4194155
2017 23rd Street|37.754504|-122.400041
Filbert & Leavenworth Streets|37.8003487|-122.4176339
Sacramento & Montgomery Streets|37.7938296|-122.403001
Texas & 19th Streets (Potrero Hill)|37.761359|-122.395438
Financial District|37.7945742|-122.3999445
Spreckles Mansion (2080 Washington Street, Pacific Heights)|37.79292|-122.427475
Barbary Coast|37.7900504|-122.3906156
Presidio (Golden Gate National Recreation Area)|37.8028489|-122.4592853
Bank of America (38th Street at Balboa Street)|37.7762744|-122.4849869
Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park|37.7702031|-122.4698909
Cala Foods (California Street and Hyde)|37.7749295|-122.4194155
307 Filbert Street|37.8018463|-122.4050336
2417 Franklin Street|37.79669|-122.425606
The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)|37.7694208|-122.4862138
Surf Theater (4520 Irving Street)|37.762512|-122.506526
Balboa at 22nd Avenue|37.7764455|-122.481262
15-17 Fresno Street|37.7985524|-122.405942
Pacific Stock Exchange|37.7749295|-122.4194155
Magic Theater (Fort Mason, Golden Gate National Recreation Area)|37.7749295|-122.4194155
Embarcadero Street|37.792976|-122.396742
St. Paul's Church (Church Street, Noe Valley)|37.7492951|-122.4272095
Maritime Museum, Building 201 (Fort Mason)|37.80698400000001|-122.4303999
CCSF Alemany Campus |37.7749295|-122.4194155
Carnelian Room, Bank of America Building (555 California Street, 53rd Floor)|37.7749295|-122.4194155
Hills Brothers Plaza (The Embarcadero at Harrison)|37.7749295|-122.4194155
Swedenborgian Church (2107 Lyon Street)|37.790316|-122.446246
St. John's Presbyterian Church (25 Lake Street)|37.78667009999999|-122.4596987
Rocco's Corner (Columbus Street)|37.8014894|-122.4119767
Prudente's Italian Deli (1462 Grant Ave at Union)|37.7749295|-122.4194155
Fog City Diner (1300 Battery Street)|37.7749295|-122.4194155
Edinburgh Castle (950 Geary Street)|37.78625299999999|-122.418961
City Light Bookstore (261 Columbus Avenue)|37.797601|-122.406579
Café Picaro 3120 16th Street|37.76490709999999|-122.4223717
Aladdin Terrace (off of Taylor Street, Between Filbert and Union)|37.7749295|-122.4194155
305 Hugo Street|37.7651954|-122.4611472
1462 Grant Avenue, at Union Street|37.8005462|-122.4075151
S.S. Jeremiah O'Brien|37.8093697|-122.4160876
West Harbor, Marina District|36.7606931|-121.7657346
North Beach|37.803806|-122.4104169
Kearny & Pacific Streets|37.7971099|-122.4053539
Intersection of Grant & Fresno Streets (North Beach)|37.79850589999999|-122.4071906
Intersection of Columbus & Mason Streets|37.8021652|-122.4129322
Intersection of Columbus & Kearney Streets|37.7969361|-122.4053194
Bessie Charmichael Elementary School (375 Seventh Street, SOMA)|37.7760299|-122.4067279
500 Block of Pacific Avenue (Chinatown)|37.7968307|-122.4075359
2800 Scott Street|37.795752|-122.439917
The Embarcadero/Ferry Building|37.7955|-122.3937
Pier 38-40, The Embarcadero|37.781456|-122.3878106
Near Point Lobos, El Camino Del Mar |37.7857816|-122.4962215
Mt. Davidson|37.739132|-122.4540461
McDonald's Restaurant (701 3rd Street, SOMA)|37.7788169|-122.392256
Ferry Plaza|37.7957585|-122.3918603
Civic Center Plaza|37.7794978|-122.4176118
Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)|37.8065146|-122.4217241
Marquee Lofts (1000 Van Ness Avenue at Alice B. Tolkas Place)|37.7749295|-122.4194155
Hotel Majestic (1500 Sutter Street)|37.7872605|-122.4254393
Foote, Cone & Belding (733 Front Street at Pacific)|37.7749295|-122.4194155
Farley's Café (1315 18th Street Near Missouri)|37.7749295|-122.4194155
Citicorp Center (1 Sansome Street at Sutter) |37.7749295|-122.4194155
Christopher's Books (1400 18th Street)|37.762684|-122.396849
Blooms Saloon (18th Street between Missouri and Texas Streets)|37.7583452|-122.3951754
Regency Building (1290 Sutter Street)|37.7879318|-122.4216895
Broadway Studios (435 Broadway at Montgomery Street)|37.796691|-122.403585
Powell Street|37.7955356|-122.4099078
Mission Street|37.7393418|-122.423912
Bank of America (1455 Stockton Street)|37.7749295|-122.4194155
766 Sutter Street|37.788937|-122.413123
Washington Square Park (North Beach)|37.800781|-122.410084
Sutter-Stockton Garage (330 Sutter Street at Stockton)|37.7749295|-122.4194155
Roof of Cable Car (California at Front Street)|37.7966217|-122.3994549
Pacific Stock Exchange (301 Pine Street at Sansome)|37.7749295|-122.4194155
Nina M. Designs (52 2nd Street at Jessie)|37.7749295|-122.4194155
Merchant Exchange (465 California Street at Leidesdortt)|37.7749295|-122.4194155
Mama's Restaurant (1701 Stockton)|37.7749295|-122.4194155
Columbus Avenue at Green & Stockton|37.7749295|-122.4194155
Powell and Geary Streets (Union Square)|37.7873923|-122.4082636
Saks Fifth Avenue (384 Post Street, Union Square)|37.788621|-122.408069
One Embarcadero Center (Financial District)|37.7944167|-122.3996389
Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center)|37.785978|-122.422312
American Roofing Co. Building (297 Kansas Street, Potrero Hill)|37.76634689999999|-122.4035572
Alta Plaza Park (Steiner Street)|37.7749295|-122.4194155
Alcoa Building (1 Maritime Plaza)|37.7953169|-122.3991578
Alamo Square (Hayes Valley)|37.7772169|-122.423203
The Cannery (281 Leavenworth Street, Fisherman's Wharf)|37.8072779|-122.419471
Silver Restaurant (737 Washington Street, Chinatown)|37.7950726|-122.4061878
San Francisco National Military Cemetary (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)|37.7749295|-122.4194155
San Francisco Drydock (The Dogpatch)|37.7591221|-122.3895378
Posrtsmouth Square (Chinatown)|37.7947056|-122.4049685
Pierce St. & Golden Gate Avenue (Hayes Valley)|37.7791605|-122.4352281
Pierce & California Streets (Pacific Heights)|37.78849659999999|-122.4371125
Pier 3 (The Embarcadero)|37.7983669|-122.3945157
One Thousand Powell Apartments (1000 Powell Street)|37.7939185|-122.4097121
New Asia Restaurant (772 Pacific Avenue at Grant)|37.7749295|-122.4194155
Nam Yuen Restaurant (740 Washington Street, Chinatown)|37.795426|-122.405875
Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)|37.7591221|-122.3895378
McAllister & Scott Streets (Hayes Valley)|37.77800939999999|-122.4367039
KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)|37.72572|-122.3884068
Fremont Street Exit of Bay Bridge|37.8039322|-122.4268732
Folsom & Essex Streets|37.7863347|-122.3957513
Eber Electronics (2355 Market Street, Castro)|37.76285|-122.434189
Clementina & Sumner Streets|37.7759045|-122.4100241
Carl & Cole Streets (Cole Valley)|37.7657978|-122.4499619
710 Steiner Street (Hayes Valley)|37.776068|-122.432661
550 El Camino Del Mar (Seacliff)|37.787534|-122.489924
23rd & Iowa Streets (Dogpatch)|37.7551696|-122.3918784
22nd Bet. Carolina & Rhode Island Streets (Potrero Hill)|37.758403|-122.401957
22nd & Wisconsin Streets (Potrero Hill)|37.7573037|-122.3989281
20th & DeHaro Streets (Potrero Hill)|37.7597412|-122.4010859
1954 Mason Street (North Beach)|37.8018078|-122.412852
Sutter & Webster Streets|37.7862944|-122.4316212
Hall of Justice|37.7753861|-122.4038277
Balmy Street (Mission District)|37.75179809999999|-122.4124092
24th Street Mini Park (Mission District)|37.7529931|-122.4085436
23rd & Capp Streets (Mission District)|37.7539092|-122.4175084
Washington Street & Waverly Place (Chinatown)|37.7950873|-122.4070618
Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)|37.7942131|-122.408047
Ritz-Carlton Hotel (600 Stockton Street)|37.7918875|-122.4070903
Merchant Exchange Building (465 California Street)|37.7929698|-122.4022535
